store_id,month,region,size_sqft,is_urban,treated,post,ad_spend,foot_traffic,sales
38,2024-01,East,3627,0,0,0,479.82,709.0,31191.22
38,2024-02,East,3627,0,0,0,1134.3,761.0,32614.0
38,2024-03,East,3627,0,0,0,804.18,838.0,32975.58
38,2024-04,East,3627,0,0,0,667.57,729.0,31636.68
38,2024-05,East,3627,0,0,0,577.71,790.0,32874.27
38,2024-06,East,3627,0,0,0,566.0,750.0,33761.12
38,2024-07,East,3627,0,0,1,997.47,780.0,32597.92
38,2024-08,East,3627,0,0,1,582.18,832.0,32283.37
38,2024-09,East,3627,0,0,1,1204.72,714.0,32808.02
38,2024-10,East,3627,0,0,1,1237.53,757.0,29984.19
38,2024-11,East,3627,0,0,1,515.21,796.0,32074.8
38,2024-12,East,3627,0,0,1,809.59,742.0,33105.7
39,2024-01,East,2879,1,0,0,837.94,689.0,32370.34
39,2024-02,East,2879,1,0,0,783.02,705.0,31475.45
39,2024-03,East,2879,1,0,0,608.71,693.0,33958.46
39,2024-04,East,2879,1,0,0,923.7,666.0,33088.19
39,2024-05,East,2879,1,0,0,976.47,706.0,32759.3
39,2024-06,East,2879,1,0,0,796.05,700.0,32615.66
39,2024-07,East,2879,1,0,1,948.84,709.0,33152.64
39,2024-08,East,2879,1,0,1,849.5,748.0,33611.11
39,2024-09,East,2879,1,0,1,663.07,693.0,34462.97
39,2024-10,East,2879,1,0,1,657.98,732.0,32388.86
39,2024-11,East,2879,1,0,1,718.59,747.0,34349.25
39,2024-12,East,2879,1,0,1,909.85,709.0,37356.31
40,2024-01,West,2227,0,0,0,762.18,645.0,29738.72
40,2024-02,West,2227,0,0,0,881.81,597.0,26412.36
40,2024-03,West,2227,0,0,0,279.16,648.0,28414.09
40,2024-04,West,2227,0,0,0,1007.41,634.0,29586.32
40,2024-05,West,2227,0,0,0,444.28,617.0,28667.92
40,2024-06,West,2227,0,0,0,938.05,601.0,24592.52
40,2024-07,West,2227,0,0,1,935.87,641.0,26718.66
40,2024-08,West,2227,0,0,1,587.54,639.0,26469.64
40,2024-09,West,2227,0,0,1,956.68,642.0,28075.26
40,2024-10,West,2227,0,0,1,680.31,626.0,28652.21
40,2024-11,West,2227,0,0,1,883.68,681.0,30530.24
40,2024-12,West,2227,0,0,1,482.31,639.0,29403.85
